Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,Case_7_Day_income,Death_7_Day_income,cpm_income,dpm_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,Case_Change_7_Day_region,Death_7_Day_region,cpm_region,dpm_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Gabon,2024-01-07,49051,307,,,Upper middle income,African Region,2341179,0.285714285714286,0,,20951.4095248591,131.130511592663,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Gambia,2024-01-07,12626,372,,,Low income,African Region,2639916,0,0,,4782.72793528279,140.913574522826,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Georgia,2024-01-07,1855289,17132,,,Upper middle income,European Region,3757980,0,0,,493693.154300981,4558.83213854252,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Germany,2024-01-07,38437756,174979,,,High income,European Region,83408554,0,0,,460837.09831488,2097.85437594326,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Ghana,2024-01-07,171834,1462,,,Lower middle income,African Region,32833031,2.28571428571429,0,,5233.57103399927,44.5283288040023,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Gibraltar,2024-01-07,20550,113,,,High income,,32669,0,0,,629036.7014601,3458.93660656892,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,1310894,4286,6,0.285714285714286,,,,
Greece,2024-01-07,5588215,38532,17894,111,High income,European Region,10445365,14123,73.4285714285714,,534994.708179178,3688.908908401,1713.1043290493,10.626722953195,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Greenland,2024-01-07,11971,21,,,High income,European Region,56243,0,0,,212844.265064097,373.379798374909,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Grenada,2024-01-07,19693,238,,,Upper middle income,Region of the Americas,124610,0,0,,158037.075676109,1909.95907230559,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Guadeloupe,2024-01-07,203235,1021,,,,,396051,0,0,,513153.609004901,2577.95081946517,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
Guam,2024-01-07,52287,419,,,High income,Western Pacific Region,170534,15.1428571428571,0.285714285714286,,306607.480033307,2456.98804930395,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Guatemala,2024-01-07,1250306,20201,1,,Upper middle income,Region of the Americas,17608483,0.571428571428571,0,,71005.8896044594,1147.23113853703,0.0567908092934525,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Guernsey,2024-01-07,35326,67,,,,,63065,0,0,,560152.22389598,1062.39594069611,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
Guinea,2024-01-07,38572,468,,,Lower middle income,African Region,13531906,0,0,,2850.44841428842,34.5849283907234,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Guinea-Bissau,2024-01-07,9614,177,,,Low income,African Region,2060721,0,0,,4665.35741616648,85.8922678033562,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Guyana,2024-01-07,73663,1299,,,High income,Region of the Americas,804567,1.14285714285714,0,,91556.0792326804,1614.53303453908,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Haiti,2024-01-07,34509,860,,,Lower middle income,Region of the Americas,11447569,2.28571428571429,0,,3014.52649029676,75.1251204513378,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Honduras,2024-01-07,472743,11114,,,Lower middle income,Region of the Americas,10278345,0,0,,45994.0778403527,1081.30248595469,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Hungary,2024-01-07,2228206,49005,1047,15,High income,European Region,9709786,2165.71428571429,19.4285714285714,,229480.443750254,5046.97013919771,107.829358958066,1.54483322289492,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Iceland,2024-01-07,209832,186,41,,High income,European Region,370335,51,0,,566600.510348738,502.247964680627,110.710572859708,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
India,2024-01-07,45018134,533392,4962,31,Lower middle income,South-East Asia Region,1407563842,2365.57142857143,13.8571428571429,,31983.0139541195,378.946932340991,3.52523974539551,0.0220238678168603,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,61241866,808278,4491,30.4285714285714,29780.0530728661,393.04095890269,2.1838364355234,0.0147964869665198
Indonesia,2024-01-07,6823766,161995,1996,23,Upper middle income,South-East Asia Region,273753191,1476.71428571429,11,,24926.7085255638,591.755659206179,7.29123920970112,0.084017285482528,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,61241866,808278,4491,30.4285714285714,29780.0530728661,393.04095890269,2.1838364355234,0.0147964869665198
Iran,2024-01-07,7625645,146762,182,5,Lower middle income,Eastern Mediterranean Region,87923432,219,10.5714285714286,,86730.5202553968,1669.20235779695,2.06998289147767,0.0568676618537821,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Iraq,2024-01-07,2465545,25375,,,Upper middle income,Eastern Mediterranean Region,43533592,0,0,,56635.4598076814,582.883213496373,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Ireland,2024-01-07,1730150,9428,1194,9,High income,European Region,4986526,685.857142857143,11.1428571428571,,346965.001285464,1890.69504500729,239.445257078776,1.80486374682494,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Isle of Man,2024-01-07,38008,116,,,High income,,84263,0,0,,451063.930788128,1376.64217984169,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,1310894,4286,6,0.285714285714286,,,,
Israel,2024-01-07,4841558,12707,,,High income,European Region,8900059,0,0,,543991.674661932,1427.74334417334,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Italy,2024-01-07,26679299,195584,21271,296,High income,European Region,59240329,48370.7142857143,353.857142857143,,450357.036335838,3301.53466905965,359.062826946825,4.99659615327255,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Jamaica,2024-01-07,156649,3591,8,,Upper middle income,Region of the Americas,2827695,7,0,,55398.1246209369,1269.93894320286,2.82915943904841,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,192673907,2993530,12331.4285714286,1794.28571428571,187744.930631808,2916.9496323871,12.0159664470496,1.7483843671796
Japan,2024-01-07,33803572,74694,,,High income,Western Pacific Region,124612530,0,0,,271269.446178486,599.410027225994,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Jersey,2024-01-07,66391,161,,,,,109618,0,0,,605657.829918444,1468.7368862778,,,1212840,3965,19.2857142857143,0,,,,,1310894,4286,6,0.285714285714286,,,,
Jordan,2024-01-07,1746997,14122,,,Lower middle income,Eastern Mediterranean Region,11148278,0,0,,156705.546811804,1266.74272026586,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Kazakhstan,2024-01-07,1503205,19072,,,Upper middle income,European Region,19196465,29.2857142857143,0,,78306.3444233092,993.516254164504,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Kenya,2024-01-07,344094,5689,,,Lower middle income,African Region,53005614,0,0,,6491.65199746578,107.328253946837,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Kiribati,2024-01-07,5085,24,,,Lower middle income,Western Pacific Region,128874,0,0,,39457.1441873458,186.228409143815,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Kosovo,2024-01-07,274279,3212,,,Upper middle income,European Region,1662009,0,0,,165028.588894525,1932.60084632514,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Kuwait,2024-01-07,666653,2570,67,,High income,Eastern Mediterranean Region,4250114,19,0,,156855.321998422,604.689662441996,15.7642830286435,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Kyrgyzstan,2024-01-07,88944,1024,1,,Lower middle income,European Region,6527743,2.42857142857143,0,,13625.5364220068,156.868920850591,0.153192305518155,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Laos,2024-01-07,218906,671,,,Lower middle income,Western Pacific Region,7425057,1.42857142857143,0,,29482.0632353395,90.3696766233579,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,208014759,419274,68982.2857142857,131.428571428571,108098.424420883,217.882899360239,35.8478236569044,0.0682991032156332
Latvia,2024-01-07,977701,7465,,,High income,European Region,1873919,38.5714285714286,2.57142857142857,,521741.334604111,3983.63002883262,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Lebanon,2024-01-07,1239904,10947,,,Lower middle income,Eastern Mediterranean Region,5592631,0,0,,221703.166184216,1957.39715350432,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Lesotho,2024-01-07,36135,709,,,Lower middle income,African Region,2281454,7,0,,15838.5836400822,310.766730339512,,,91895260,1187758,5434.14285714286,36.7142857142857,27053.8264086341,349.674169782711,1.59980348863327,0.0108086305260062,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Liberia,2024-01-07,7930,294,,,Low income,African Region,5193416,0,0,,1526.93333251178,56.6101386832867,,,1937144,43494,343,2,2697.01402122504,60.5550892650014,0.477546227477249,0.00278452610773906,9032943,174375,2095.28571428571,2.28571428571429,7769.2176498889,149.979616576721,1.80215138665091,0.00196593865046803
Libya,2024-01-07,507269,6437,,,Upper middle income,Eastern Mediterranean Region,6735277,0,0,,75315.2394474645,955.714219326095,,,251075444,2822757,100680.142857143,226.142857142857,99638.5043276695,1120.20228294592,39.954599661215,0.0897440852483372,23409768,351870,624.285714285714,12.7142857142857,30745.3474601545,462.13039833648,0.819909073858615,0.0166983770190885
Liechtenstein,2024-01-07,21569,89,2,,High income,,39039,6,0.285714285714286,,552498.783268014,2279.77151054074,51.2308204615897,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,1310894,4286,6,0.285714285714286,,,,
Lithuania,2024-01-07,1359230,9773,,,High income,European Region,2786651,1464.14285714286,2,,487764.703940321,3507.07713308915,,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
Luxembourg,2024-01-07,390269,1000,240,,High income,European Region,639321,498.714285714286,0,,610442.954321851,1564.15947544348,375.398274106435,,428026896,2959670,184643.285714286,2903.71428571429,343640.602731539,2376.16559190816,148.240520832104,2.33124165006453,278463447,2266031,202589.571428571,1197.14285714286,299162.860371508,2434.47505571713,217.648945751969,1.28613175364513
